Título,Abstract,Autores,DOI,Ano,Tipo_arquivo,Fonte,Status,Criterio_de_exclusao,Situacao,Descrição da aplicação,Coluna 1,,
SYSTEMATIC INFORMATION MANAGEMENT IN QUANTUM COMPUTING: PROGRESS AND CHALLENGES,"INTERDISCIPLINARY RESEARCH HAS A SIGNIFICANT IMPACT ON INVENTION. QUANTUM COMPUTING, A CUTTING-EDGE EMERGING TECHNOLOGY IN THIS AREA, HAS SHOWN REMARKABLE GROWTH AND DEVELOPMENT IN THE CURRENT TIME. THEREFORE, AN INCLUSIVE ANALYSIS OF THE ACADEMIC LITERATURE IS NEEDED TO UNDERSTAND THE RESEARCH ADVANCEMENT IN THE DOMAIN. THE PRESENT STUDY FULFILLS THE NEED BY ANALYZING PUBLISHED ACADEMIC WORK FROM THE SCOPUS DATABASE USING THE CITESPACE VISUALIZATION TOOL. THE RESEARCH FINDINGS CLASSIFY THE QUANTUM DOMAIN INTO FIVE STAGES FOR RESEARCH EXPLORATION, VIZ. QUANTUM STATE PREPARATION, QUANTUM ENTANGLEMENT, DECOHERENCE, QUANTUM ERROR CORRECTION, AND QUANTUM OPTIMIZATION. KEYWORD CO-OCCURRENCE, DOCUMENT COCITATION, AND BURST ANALYSIS OF THE NETWORK PINPOINT NASCENT RESEARCH TOPICS, INCLINATIONS, AND ADVANCEMENTS IN EACH STAGE. INCLUSIVELY, THE SYSTEMATIZED AND COMPREHENSIVE STUDY PRESENTS AN EVOLUTIONARY PATHWAY FOR FUTURE RESEARCHERS TO GAIN IN-DEPTH KNOWLEDGE, IDENTIFY ESSENTIAL RESEARCH SUBJECTS, AND IDENTIFY CHALLENGING ISSUES.",SOOD VAISHALI;CHAUHAN RISHI PAL,10.1109/TEM.2023.3330569,2024,ARTICLE,ISI,Rejeitado,Tipo de arquivo incorreto,,,,,
QUANTUM ALGORITHMS FOR COMPOSITIONAL NATURAL LANGUAGE PROCESSING,"WE PROPOSE A NEW APPLICATION OF QUANTUM COMPUTING TO THE FIELD OF NATURAL LANGUAGE PROCESSING. ONGOING WORK IN THIS FIELD ATTEMPTS TO INCORPORATE GRAMMATICAL STRUCTURE INTO ALGORITHMS THAT COMPUTE MEANING. IN [5, 7], COECKE, SADRZADEH AND CLARK INTRODUCE SUCH A MODEL (THE CSC MODEL) BASED ON TENSOR PRODUCT COMPOSITION. WHILE THIS ALGORITHM HAS MANY ADVANTAGES, ITS IMPLEMENTATION IS HAMPERED BY THE LARGE CLASSICAL COMPUTATIONAL RESOURCES THAT IT REQUIRES. IN THIS WORK WE SHOW HOW COMPUTATIONAL SHORTCOMINGS OF THE CSC APPROACH COULD BE RESOLVED USING QUANTUM COMPUTATION (POSSIBLY IN ADDITION TO EXISTING TECHNIQUES FOR DIMENSION REDUCTION). WE ADDRESS THE VALUE OF QUANTUM RAM [8] FOR THIS MODEL AND EXTEND AN ALGORITHM FROM WIEBE, BRAUN AND LLOYD [24] INTO A QUANTUM ALGORITHM TO CATEGORIZE SENTENCES IN CSC. OUR NEW ALGORITHM DEMONSTRATES A QUADRATIC SPEEDUP OVER CLASSICAL METHODS UNDER CERTAIN CONDITIONS.",ZENG WILLIAM;COECKE BOB,10.4204/EPTCS.221.8,2016,ARTICLE; PROCEEDINGS PAPER,ISI,Aceito,,Verificar,"Este trabalho propõe uma aplicação de computação quântica em NLP, especificamente para melhorar o modelo CSC (baseado em produto tensorial para composição semântica de sentenças). O objetivo é resolver limitações computacionais do modelo clássico usando algoritmos quânticos e quantum RAM, oferecendo aceleração quadrática na categorização de sentenças.",,,
ADVERSE DRUG REACTION DETECTION FROM SOCIAL MEDIA BASED ON QUANTUM BI-LSTM WITH ATTENTION,"DRUG COMBINATION IS VERY COMMON IN THE COURSE OF DISEASE TREATMENT. HOWEVER, IT INEVITABLY INCREASES THE OVERALL RISK OF ADVERSE DRUG REACTIONS (ADRS). IT IS VERY IMPORTANT TO EARLY AND ACCURATELY DETECT AND IDENTIFY THE POTENTIAL ADRS FOR COMBINED MEDICATION SAFETY AND PUBLIC HEALTH. SOCIAL MEDIA IS AN IMPORTANT PHARMACOVIGILANCE DATA SOURCE FOR ADR DETECTION. BUT THE DATA ARE COMPLEX, MASS, CLUTTER, HIGHLY SPARSE, SO IT IS DIFFICULT TO DETECT THE ADR INFORMATION FROM THESE DATA. DEEP LEARNING STANDS OUT IN TERMS OF INCREASED ACCURACY. HOWEVER, IT TAKES A LOT OF TRAINING TIME AND REQUIRES A LOT OF COMPUTING POWER. QUANTUM COMPUTING HAS STRONG PARALLEL COMPUTING CAPABILITY, AND REQUIRES LESS COMPUTING POWER. BY INTRODUCING ATTENTION MECHANISM AND QUANTUM COMPUTING INTO BI-DIRECTIONAL LONG SHORT-TERM MEMORY (BI-LSTM), A QUANTUM BI-LSTM WITH ATTENTION (QBI-LSTMA) MODEL IS CONSTRUCTED FOR ADR DETECTION FROM SOCIAL MEDIA BIG DATA. QBI-LSTMA IS COMPOSED OF 6 VARIABLE COMPONENT SUBCIRCUITS (VQC) STACKED. UNDER THE CONDITION THAT THE MAIN TOPOLOGY OF BI-LSTM REMAINS UNCHANGED, THE BIASES OF QBI-LSTMA IN INPUT GATE, FORGETTING GATE, CANDIDATE MEMORY UNIT AND OUTPUT GATE ARE REMOVED TO SIMPLIFY THE NETWORK STRUCTURE, AND THE WEIGHT AND ACTIVE VALUE QUBITS OF THE MODEL ARE USED TO UPDATE THE NETWORK WEIGHT. THE PERFORMANCE OF THE PROPOSED METHOD IS EVALUATED ON THE SMM4H DATASET, COMPARING WITH ONE TRADITIONAL ADR DETECTION METHOD AND THREE DEEP LEARNING BASED ADR DETECTION APPROACHES. THE EXPERIMENT RESULTS SHOW THAT THE PROPOSED METHOD HAS GREAT POTENTIAL IN ADR DETECTION.",WANG XUQI;WANG XIANFENG;ZHANG SHANWEN,10.1109/ACCESS.2022.3151900,2023,ARTICLE,ISI,Aceito,,,"Este trabalho propõe um modelo híbrido de NLP quântico, chamado QBI-LSTMA, que combina Bi-LSTM com atenção e circuitos quânticos variacionais (VQC) para detectar reações adversas a medicamentos (ADRs) em dados de redes sociais. O modelo reduz complexidade e aproveita o paralelismo quântico para melhorar eficiência e desempenho.",,,
PASSIVELY Q-SWITCHED MODE-LOCKED THULIUM-DOPED FIBER LASER USING NONLINEAR POLARIZATION ROTATION TECHNIQUE,"A Q-SWITCHED MODE-LOCKED (QML) THULIUM-DOPED FIBER LASER BASED ON NONLINEAR POLARIZATION ROTATION (NPR) AND NEGATIVE GROUP VELOCITY DISPERSION (GVD) IS DEMONSTRATED. THIS REGIME CONSISTS IN THE GENERATION OF A MODELOCKED (ML) PULSE TRAIN UNDER A Q-SWITCHED (QS) ENVELOPE. IN THIS REGARD, BY PROPERLY ADJUSTING THE POLARIZATION CONTROLLERS AND INCREASING THE PUMP POWER IN A RANGE FROM 1 TO 3 W, QML REGIME IS OBTAINED. WITH A MAXIMUM PUMP POWER OF 3 W, A QS PULSE DURATION OF 1.46 MU S AND A PULSE ENERGY OF 5.96 MU J ARE OBTAINED. THE MAXIMUM FREQUENCIES REACHED ARE 26 KHZ AND 2.63 MHZ, CORRESPONDING TO THE Q-SWITCHED AND MODE-LOCKED PULSES, RESPECTIVELY. THIS METHOD FOR GENERATING A QML AT 2 MU M HAS THE ADVANTAGES OF BEING EYE-SAFE AND ROBUST, PROVIDING AN IDEAL DUAL-FREQUENCY COMB (DFC) GENERATION METHOD WITH HIGH POTENTIAL FOR VARIOUS APPLICATIONS.",DURAN-SANCHEZ MANUEL;ESPINOSA-DE-LA-CRUZ EDWIN A;POTTIEZ; OLIVIER;IBARRA-GARRIDO ADALID;ALANIZ-BAYLON JARED; BELLO-JIMENEZ MIGUEL;RODRIGUEZ-MORALES LUIS ALBERTO; ARMAS-RIVERA IVAN;IBARRA-ESCAMILLA BALDEMAR,10.1016/j.ceramint.2023.02.056,2023,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
ARTIFICIAL NEURAL NETWORK BASED ON QUANTUM SUPERPOSITION AND ITS APPLICATION,"THE ARTIFICIAL NEURAL NETWORK (ANN), AS A POWERFUL DATA ANALYTICAL TOOL, HAS PLAYED A MAJOR ROLE IN FACIAL RECOGNITION, NATURE LANGUAGE PROCESSING (NLP), ETC. HOWEVER, THE EFFICIENCY OF CLASSICAL NETWORKS IS SERIOUSLY CHALLENGED BY BIG DATA, HOWEVER, THE DEVELOPMENT OF QUANTUM THEORY CAN BE COMBINED WITH ANN TO HELP OVERCOME THIS PROBLEM. IN THIS PAPER, WE PROPOSE A QUANTUM NEURAL NETWORK, IN WHICH THE QUANTUM PARTICLE SWARM OPTIMIZATION (QPSO) IS USED TO OPTIMIZE PARAMETERS. TO ANALYSZE THE SYSTEM PERFORMANCE, IT HAS BEEN APPLIED TO FUNCTION FITTING AND DATA CLASSIFICATION AND IT IS SHOWN BY CLASSICAL SIMULATION AND EXPERIMENTATION THAT THE PROPOSED MODEL IS MORE EFFICIENT AND POWERFUL THAN ANN FOR A LOT OF EXPERIMENTAL TASKS. WE HOPE THAT THIS SCHEME CAN BE IMPLEMENTED ON A QUANTUM COMPUTER IN THE FUTURE.",LIU GE;MA WEN-PING,10.1088/1612-202X/ac0639,2021,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
C4Q: A CHATBOT FOR QUANTUM,"QUANTUM COMPUTING IS A GROWING FIELD THAT PROMISES MANY REAL-WORLD APPLICATIONS SUCH AS QUANTUM CRYPTOGRAPHY OR QUANTUM FINANCE. THE NUMBER OF PEOPLE ABLE TO USE QUANTUM COMPUTING IS HOWEVER STILL VERY SMALL. THIS LIMITATION COMES FROM THE DIFFICULTY TO UNDERSTAND THE CONCEPTS AND TO KNOW HOW TO START CODING. THEREFORE, THERE IS A NEED FOR TOOLS THAT CAN ASSIST NON-EXPERT IN OVERCOMING THIS COMPLEXITY. ONE POSSIBILITY WOULD BE TO USE EXISTING CONVERSATIONAL AGENTS. UNFORTUNATELY CHATGPT AND OTHER LARGE-LANGUAGE MODELS PRODUCE INACCURATE RESULTS. THIS ARTICLE PRESENTS C4Q, A CHATBOT THAT ANSWERS ACCURATELY BASIC QUESTIONS AND GUIDES USERS WHEN TRYING TO CODE QUANTUM PROGRAMS. CONTRARY TO OTHER APPROACHES C4Q USES A PRE-TRAINED LARGE LANGUAGE MODEL ONLY TO DISCOVER AND CLASSIFY USER REQUESTS. IT THEN GENERATES AN ACCURATE ANSWER USING AN OWN ENGINE. THANKS TO THIS ARCHITECTURAL DESIGN, C4Q'S ANSWERS ARE ALWAYS CORRECT, AND THUS C4Q CAN BECOME A SUPPORT TOOL THAT MAKES QUANTUM COMPUTING MORE AVAILABLE TO NON-EXPERTS.",ARAGONES-SORIA YAIZA;ORIOL MANUEL,10.1145/3643667.3648222,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
QUANTUM LONG SHORT-TERM MEMORY,"LONG SHORT-TERM MEMORY (LSTM) IS A KIND OF RECURRENT NEURAL NETWORKS (RNN) FOR SEQUENCE AND TEMPORAL DEPENDENCY DATA MODELING AND ITS EFFECTIVENESS HAS BEEN EXTENSIVELY ESTABLISHED. IN THIS WORK, WE PROPOSE A HYBRID QUANTUM-CLASSICAL MODEL OF LSTM, WHICH WE DUB QLSTM. WE DEMONSTRATE THAT THE PROPOSED MODEL SUCCESSFULLY LEARNS SEVERAL KINDS OF TEMPORAL DATA. IN PARTICULAR, WE SHOW THAT FOR CERTAIN TESTING CASES, THIS QUANTUM VERSION OF LSTM CONVERGES FASTER, OR EQUIVALENTLY, REACHES A BETTER ACCURACY, THAN ITS CLASSICAL COUNTERPART. DUE TO THE VARIATIONAL NATURE OF OUR APPROACH, THE REQUIREMENTS ON QUBIT COUNTS AND CIRCUIT DEPTH ARE EASED, AND OUR WORK THUS PAVES THE WAY TOWARD IMPLEMENTING MACHINE LEARNING ALGORITHMS FOR SEQUENCE MODELING SUCH AS NATURAL LANGUAGE PROCESSING, SPEECH RECOGNITION ON NOISY INTERMEDIATE-SCALE QUANTUM (NISQ) DEVICES.",CHEN SAMUEL YEN-CHI;YOO SHINJAE;FANG YAO-LUNG L,10.1109/ICASSP43922.2022.9747369,2022,PROCEEDINGS PAPER,ISI,Aceito,,,"Resumo do artigo: O trabalho propõe o QLSTM, um modelo híbrido quântico-clássico baseado em LSTM para aprendizado de dados temporais e sequenciais. O modelo demonstra convergência mais rápida e, em alguns casos, melhor acurácia que LSTMs clássicos",,,
QISKIT CODE ASSISTANT: TRAINING LLMS FOR GENERATING QUANTUM COMPUTING CODE,"CODE LARGE LANGUAGE MODELS (CODE LLMS) HAVE EMERGED AS POWERFUL TOOLS, REVOLUTIONIZING THE SOFTWARE DEVELOPMENT LANDSCAPE BY AUTOMATING THE CODING PROCESS AND REDUCING TIME AND EFFORT REQUIRED TO BUILD APPLICATIONS. THIS PAPER FOCUSES ON TRAINING CODE LLMS TO SPECIALIZE IN THE FIELD OF QUANTUM COMPUTING. WE BEGIN BY DISCUSSING THE UNIQUE NEEDS OF QUANTUM COMPUTING PROGRAMMING, WHICH DIFFER SIGNIFICANTLY FROM CLASSICAL PROGRAMMING APPROACHES OR LANGUAGES. A CODE LLM SPECIALIZING IN QUANTUM COMPUTING REQUIRES A FOUNDATIONAL UNDERSTANDING OF QUANTUM COMPUTING AND QUANTUM INFORMATION THEORY. HOWEVER, THE SCARCITY OF AVAILABLE QUANTUM CODE EXAMPLES AND THE RAPIDLY EVOLVING FIELD, WHICH NECESSITATES CONTINUOUS DATASET UPDATES, PRESENT SIGNIFICANT CHALLENGES. MOREOVER, WE DISCUSS OUR WORK ON TRAINING CODE LLMS TO PRODUCE HIGH-QUALITY QUANTUM CODE USING THE QISKIT LIBRARY. THIS WORK INCLUDES AN EXAMINATION OF THE VARIOUS ASPECTS OF THE LLMS USED FOR TRAINING AND THE SPECIFIC TRAINING CONDITIONS, AS WELL AS THE RESULTS OBTAINED WITH OUR CURRENT MODELS. TO EVALUATE OUR MODELS, WE HAVE DEVELOPED A CUSTOM BENCHMARK, SIMILAR TO HUMANEVAL, WHICH INCLUDES A SET OF TESTS SPECIFICALLY DESIGNED FOR THE FIELD OF QUANTUM COMPUTING PROGRAMMING USING QISKIT. OUR FINDINGS INDICATE THAT OUR MODEL OUTPERFORMS EXISTING STATE-OF-THE-ART MODELS IN QUANTUM COMPUTING TASKS. WE ALSO PROVIDE EXAMPLES OF CODE SUGGESTIONS, COMPARING OUR MODEL TO OTHER RELEVANT CODE LLMS. FINALLY, WE INTRODUCE A DISCUSSION ON THE POTENTIAL BENEFITS OF CODE LLMS FOR QUANTUM COMPUTING COMPUTATIONAL SCIENTISTS, RESEARCHERS, AND PRACTITIONERS. WE ALSO EXPLORE VARIOUS FEATURES AND FUTURE WORK THAT COULD BE RELEVANT IN THIS CONTEXT.",DUPUIS NICOLAS;BURATTI LUCA;VISHWAKARMA SANJAY;FORRAT; AITANA VIUDES;KREMER DAVID;FARO ISMAEL;PURI RUCHIR; CRUZ-BENITO JUAN,10.1109/LAD62341.2024.10691762,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
A SURVEY ANALYSIS OF QUANTUM COMPUTING ADOPTION AND THE PARADIGM OF PRIVACY ENGINEERING,"THIS STUDY INVESTIGATES THE ADOPTION OF QUANTUM COMPUTING (QC) TECHNOLOGY USING THE DIFFUSION OF INNOVATION (DOI) THEORY AND PROVIDES AN EXTENSIVE LITERATURE REVIEW. WE DEPLOYED STRUCTURAL EQUATION MODELING TO ANALYZE DATA FROM A SURVEY CONDUCTED AMONG 96 TOP MANAGERS IN VARIOUS INDUSTRIES FROM CANADA, THE US, AND EUROPE, INCLUDING IT-BASED SMALL AND MEDIUM-SIZED ENTERPRISES (SMES) DEALING WITH QC SOFTWARE DEVELOPMENT. OUR SURVEY ANALYSIS INDICATES THAT THE COMPLEXITY OF QC SYSTEMS AND SOFTWARE IS THE MAIN BARRIER TO THE FUTURE ADOPTION OF QUANTUM COMPUTING. THIS RESEARCH OFFERS INSIGHTS INTO HOW FUTURE QUANTUM COMPUTERS CAN IMPACT THE SECURITY AND PRIVACY OF INFORMATION, EMPHASIZING THE IMPORTANCE OF PRIVACY PROTECTION. IN THIS CONTEXT, THE STUDY CONTRIBUTES TO THE NOTION OF PRIVACY ENGINEERING IN THE COMPLEX CONTEXT OF QC. THE STUDY ESTABLISHED IMPORTANT OUTLINES AND TOOLS FOR SHAPING FUTURE QCS. OUR STUDY, BACKED BY EMPIRICAL EVIDENCE, UNDERSCORES THE SIGNIFICANT IMPACT OF NEW TECHNOLOGY ON CITIZENS', ORGANIZATIONS', FIRMS', AND GOVERNMENT-PRIVATE DATA. THE RESULTS PROVIDE A CLEAR MESSAGE TO POLICYMAKERS, INDUSTRY LEADERS, AND DEVELOPERS: PRIVACY ENGINEERING SHOULD BE AN INTEGRAL PART OF TECHNICAL DEVELOPMENT, AND IT'S CRUCIAL TO ACT BEFORE COSTS ESCALATE. IN THIS CONTEXT, OUR STUDY STANDS OUT AS ONE OF THE FEW THAT USE NLP AND STRUCTURAL EQUATION MODELING TO ADDRESS PRIVACY CHALLENGES IN QC RESEARCH THROUGH EXPERIMENTAL RESEARCH, OFFERING PRACTICAL SOLUTIONS TO REAL-WORLD PROBLEMS.",MOUSA NOUR;SHIRAZI FARID,10.1002/spy2.419,2024,ARTICLE,ISI,Rejeitado,Tipo de arquivo incorreto,,,,,
MODELING AND SIMULATION ISSUES AT EDF ENABLING ENERGY CHALLENGES,"AFTER A SHORT INTRODUCTION OF EDF GROUP AND R\&D INVOLVEMENT IN ENERGY ISSUES, WE WILL PRESENT HIGH PERFORMANCE COMPUTING FACILITIES AND SOME USE CASES OF COMPUTING RESOURCES TO MEET THE CHALLENGES OF TODAY AND TOMORROW. WE WILL THEN LOOK AT HOW NEW TECHNOLOGIES AND GAME CHANGERS ARE INTEGRATED INTO AN INDUSTRIAL WORKFLOW. WE WILL ADDRESS THE SUBJECTS OF DIGITAL SOBRIETY OF SIMULATIONS, LLM IMPACT, CLOUD COMPUTING AND QUANTUM COMPUTING.",BAUDRY CYRIL,10.1051/epjconf/202430201004,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
TOWARDS HIGHER ABSTRACTION LEVELS IN QUANTUM COMPUTING,"THIS WORK IS A SURVEY AND A POSITION PAPER TOWARDS A HIGHER ABSTRACTION IN QUANTUM COMPUTING (QC) PROGRAMMING FRAMEWORKS AND SOFTWARE DEVELOPMENT KITS (SDKS). SINCE IN 2003, PETER SHOR COMPLAINED ABOUT THE LIMITED INCREASE IN THE NUMBER OF QC ALGORITHMS [19], WE SEE AN URGENT NEED TO BRIDGE THE GAP BETWEEN WELL-ESTABLISHED CLASSICAL PHYSICS AND QUANTUM PHYSICS SO THAT APPROACHES BECOME MORE INTUITIVE, AND - HOPEFULLY - MORE QUANTUM ALGORITHMS CAN BE DISCOVERED. IN SERVICE-BASED HYBRID QC FRAMEWORKS, WHERE ALGORITHMS NEED TO BE PARTITIONED INTO QUANTUM AND CLASSICAL TASKS, WE LOOK AT THE METHODS AVAILABLE AND THE ABSTRACTIONS USED. FOR THIS PAPER WE HAVE INVESTIGATED THE VARIOUS LEVELS OF ABSTRACTION IN SILQ, QRISP, OPENQL, QISKIT, CIRQ, IONQ, AND OCEAN, WHICH ARE ORIGINATED IN THE QC DOMAIN, AS WELL AS CUDA QUANTUM, ROOTED IN THE CLASSICAL SOFTWARE DOMAIN. WITH THE RISE OF LARGE LANGUAGE MODELS (LLMS), WE HAVE ALSO EXPLORED THE CAPABILITIES OF LLM-POWERED TOOLS LIKE GITHUB COPILOT, WHICH CURRENTLY REPRESENTS THE TOP LEVEL OF ABSTRACTION.",FURNTRATT HERMANN;SCHNABL PAUL;KREBS FLORIAN;UNTERBERGER; ROLAND;ZEINER HERWIG,10.1007/978-981-97-0989-2\_13,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Tipo de arquivo incorreto,,,,,
ERROR CORRECTION AND ADAPTATION IN CONVERSATIONAL AI: A REVIEW OF TECHNIQUES AND APPLICATIONS IN CHATBOTS,"THIS STUDY EXPLORES THE PROGRESS OF CHATBOT TECHNOLOGY, FOCUSING ON THE ASPECT OF ERROR CORRECTION TO ENHANCE THESE SMART CONVERSATIONAL TOOLS. CHATBOTS, POWERED BY ARTIFICIAL INTELLIGENCE (AI), ARE INCREASINGLY PREVALENT ACROSS INDUSTRIES SUCH AS CUSTOMER SERVICE, HEALTHCARE, E-COMMERCE, AND EDUCATION. DESPITE THEIR USE AND INCREASING COMPLEXITY, CHATBOTS ARE PRONE TO ERRORS LIKE MISUNDERSTANDINGS, INAPPROPRIATE RESPONSES, AND FACTUAL INACCURACIES. THESE ISSUES CAN HAVE AN IMPACT ON USER SATISFACTION AND TRUST. THIS RESEARCH PROVIDES AN OVERVIEW OF CHATBOTS, CONDUCTS AN ANALYSIS OF ERRORS THEY ENCOUNTER, AND EXAMINES DIFFERENT APPROACHES TO RECTIFYING THESE ERRORS. THESE APPROACHES INCLUDE USING DATA-DRIVEN FEEDBACK LOOPS, INVOLVING HUMANS IN THE LEARNING PROCESS, AND ADJUSTING THROUGH LEARNING METHODS LIKE REINFORCEMENT LEARNING, SUPERVISED LEARNING, UNSUPERVISED LEARNING, SEMI-SUPERVISED LEARNING, AND META-LEARNING. THROUGH REAL LIFE EXAMPLES AND CASE STUDIES IN DIFFERENT FIELDS, WE EXPLORE HOW THESE STRATEGIES ARE IMPLEMENTED. LOOKING AHEAD, WE EXPLORE THE DIFFERENT CHALLENGES FACED BY AI-POWERED CHATBOTS, INCLUDING ETHICAL CONSIDERATIONS AND BIASES DURING IMPLEMENTATION. FURTHERMORE, WE EXPLORE THE TRANSFORMATIVE POTENTIAL OF NEW TECHNOLOGICAL ADVANCEMENTS, SUCH AS EXPLAINABLE AI MODELS, AUTONOMOUS CONTENT GENERATION ALGORITHMS (E.G., GENERATIVE ADVERSARIAL NETWORKS), AND QUANTUM COMPUTING TO ENHANCE CHATBOT TRAINING. OUR RESEARCH PROVIDES INFORMATION FOR DEVELOPERS AND RESEARCHERS LOOKING TO IMPROVE CHATBOT CAPABILITIES, WHICH CAN BE APPLIED IN SERVICE AND SUPPORT INDUSTRIES TO EFFECTIVELY ADDRESS USER REQUIREMENTS.",IZADI SAADAT;FOROUZANFAR MOHAMAD,10.3390/ai5020041,2024,REVIEW,ISI,Rejeitado,Tipo de arquivo incorreto,,,,,
EXPERIMENTS ON FRAUD DETECTION USE CASE WITH QML AND TDA MAPPER,"IN THE ERA OF ONLINE FINANCIAL TRANSACTIONS, IT IS SIGNIFICANT FOR THE CREDIT CARD FIRMS TO BE EQUIPPED WITH CAPABILITIES TO IDENTIFY FRAUDULENT CREDIT CARD TRANSACTIONS. THIS WORK COVERS STUDY AND IMPLEMENTATION OF TWO APPROACHES FOR DEVELOPING A CREDIT CARD FRAUD DETECTION MODEL. FIRST ONE, WITH HYBRID QUANTUM NEURAL NETWORKS. IN RECENT TIMES, QUANTUM COMPUTERS (QC) ARE MAKING THEIR FOOTPRINTS INTO AI/ML DOMAIN. QUANTUM NEURAL NETWORKS (QNN) HYBRID WITH CLASSICAL NEURAL NET HAS BEEN USED IN VARIOUS TASKS SUCH AS - NATURAL LANGUAGE PROCESSING, IMAGE PROCESSING ETC. THE SECOND APPROACH IS WITH TOPOLOGICAL DATA ANALYSIS (TDA). FINDING TOPOLOGICAL STRUCTURE IN THE INPUT DATA ALSO BECOME RELEVANT FROM THE PERSPECTIVE OF NOISE REDUCTION. THE VISUALIZATION CAPABILITIES OF TDA CAN BECOME AN AID IN CLASSIFICATION OF CREDIT CARD FRAUD AS WELL. TDA IS IMPLEMENTED WITH MAPPER BASED METHOD HERE. IN HYBRID QNN, WE ARE COVERING A REFERENCE IMPLEMENTATION OF XANADU'S STRAWBERRYFIELDS, WHERE A CLASSICAL NETWORK PROCESSES THE INPUT TO BE FED INTO A QNN MODEL. ALTHOUGH TECHNIQUE WISE THESE TWO APPROACHES ARE DRASTICALLY DIFFERENT, FOR THE SAKE OF GENERALIZATION WE IMPLEMENT TDA AND HYBRID QNN WITH A PUBLICLY AVAILABLE CREDIT CARD FRAUD DETECTION DATASET. WE TESTED WITH BALANCED FRAUD AND GENUINE FEATURES AND HYBRID QNN MODEL PROVIDES ACCURACY OF 89.5\%, WHEREAS TDA MAPPER WITH OUR NOVEL APPROACH OF CLASSIFICATION PROVIDES AN ACCURACY OF 94\%.",MITRA SATANIK;RAO V KAMESHWAR J,10.1109/QCE52317.2021.00083,2021,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
ENCODING GENETIC AND STRUCTURAL INFORMATION IN DNA USING ELECTRIC FIELD GRADIENTS AND NUCLEAR SPINS,"NUCLEAR ELECTRIC RESONANCE (NER) OFFERS A METHOD OF CONTROLLING NUCLEAR SPINS USING ELECTRIC FIELD GRADIENTS (EFGS), WHICH IS A CRITICAL CONCEPT IN QUANTUM COMPUTING. IN THIS STUDY, WE FOCUS ON NITROGEN ATOMS IN DNA, WHICH HAVE A NUCLEAR SPIN OF 1 AND ARE INFLUENCED BY EFGS. UTILIZING MOLECULAR DYNAMICS SIMULATIONS, QUANTUM CHEMICAL COMPUTATIONS, AND THEORETICAL ANALYSES, WE STUDIED THE CHARACTERISTICS OF EFGS IN THE CONTEXT OF DNA. OUR RESULTS SHOW THAT THE ORIENTATION PATTERNS OF THE EFGS AT THE POSITIONS OF NITROGEN ATOMS IN DNA BASES VARY WITH DIFFERENT TYPES OF BASES AND NITROGEN ATOM SITES. CONSEQUENTLY, THE GENETIC AND STRUCTURAL INFORMATION OF DNA IS ENCODED INTO THE DIRECTION OF THE NITROGEN NUCLEAR SPINS. FURTHERMORE, THE INTERACTION AND EVOLUTION OF THESE NITROGEN NUCLEAR SPINS WITH SURROUNDING NUCLEAR SPINS SUGGEST THE POTENTIAL FOR QUANTUM COMPUTING OF GENETIC INFORMATION. OUR FINDINGS NOT ONLY PROVIDE NEW INSIGHTS INTO QUANTUM PHENOMENA IN BIOLOGICAL SYSTEMS BUT ALSO LAY THE GROUNDWORK FOR EXPANDING THE THEORETICAL FOUNDATIONS OF DNA QUANTUM COMPUTING AND OFFER INNOVATIVE APPROACHES FOR THE DESIGN OF FUTURE BIOCOMPATIBLE QUANTUM COMPUTERS.",ZHENG YU;REN QUANSHENG,10.34133/icomputing.0094,2024,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
